	f3bc810a-edc7-4412-9e09-006c0bcf2550
	tumor
AC017033.1	0.148377655
AC017035.1	0
AC017037.1	0
AC017037.2	0
AC017037.3	0
AC017037.4	0
AC017048.1	0
AC017048.2	0
AC017048.3	0.064607245
AC017053.1	0
AC017067.1	0
AC017071.1	0.035747974
AC017074.1	0.187257362
AC017074.2	0
AC017076.1	1.363123441
AC017078.1	0
AC017079.1	0
AC017079.2	0
AC017081.1	0
AC017083.1	0.080478585
AC017083.2	0
AC017083.3	0
AC017091.1	0
AC017099.1	0
AC017100.1	0.314525089
AC017100.2	0
AC017101.1	0
AC017104.1	0.24667669
AC017104.2	0.081815716
AC017104.3	0.092474806
AC017116.1	0
AC018358.1	0
AC018359.1	0
AC018362.1	0
AC018362.2	0
AC018371.1	0
AC018371.2	0.028765438
AC018410.1	0.048997845
AC018410.2	0.043053844
AC018413.1	0.527896381
AC018437.1	0
AC018437.2	0
AC018442.1	0.025485536
AC018442.2	0
AC018442.3	0
AC018445.1	0
AC018445.2	0
AC018445.3	0
AC018445.4	0
AC018448.1	0
AC018448.2	0
AC018450.1	0
AC018450.2	0
AC018462.1	0.057217527
AC018462.2	0
AC018463.1	0.057279924
AC018464.1	0.026236608
AC018467.1	0.034196413
AC018470.1	0.008393367
AC018475.1	0.395354655
AC018495.1	0
AC018511.1	0
AC018511.2	0
AC018512.1	0
AC018521.1	0
AC018521.2	0
AC018521.3	0
AC018521.4	0
AC018521.5	0.392165674
AC018521.6	0.156793104
AC018521.7	0
AC018523.1	0.051294619
AC018523.2	0
AC018529.1	0.072750263
AC018529.2	0.151273987
AC018529.3	0
AC018541.1	0
AC018552.1	0.032383286
AC018552.2	0
AC018552.3	0
AC018553.1	1.72924082
AC018554.1	0
AC018554.2	0
AC018554.3	0
AC018557.1	0
AC018557.2	0.048997845
AC018558.1	0
AC018558.2	0
AC018558.3	0
AC018558.4	0
AC018563.1	0
AC018607.1	0
AC018616.1	0.192401795
AC018618.1	0
AC018618.2	0
AC018620.1	0.138590211
AC018628.1	0.316336965
AC018629.1	1.512836691
AC018630.1	0
AC018630.2	0
AC018634.1	0
AC018635.1	0
AC018635.2	0
AC018638.1	0.318337515
AC018638.2	2.99774409
AC018638.3	0.198960947
AC018638.4	1.073351055
AC018638.5	4.144931764
AC018638.6	0.06218511
AC018638.7	0.471505296
AC018638.8	0.747696654
AC018639.1	0
AC018641.1	0.230954667
AC018643.1	0
AC018644.1	0.142991896
AC018645.1	0
AC018645.2	7.289052309
AC018647.1	0.092182678
AC018647.2	2.019737839
AC018648.1	0.117946909
AC018653.1	0
AC018653.2	0
AC018653.3	0.089102103
AC018659.1	0
AC018659.2	0
AC018665.1	0.173543028
AC018680.1	0
AC018682.1	0.121026935
AC018682.2	0.065821667
AC018685.1	0
AC018685.2	0
AC018690.1	0.377580838
AC018692.1	0
AC018692.2	0
AC018692.3	0
AC018693.1	0.047750627
AC018693.2	0
AC018695.1	0
AC018695.2	0
AC018695.3	0.064369718
AC018695.4	0.076234673
AC018695.5	0
AC018695.6	0.19672543
AC018695.7	0.010538862
AC018697.1	0.028923838
AC018709.1	0
AC018710.1	0
AC018712.1	0
AC018714.1	0
AC018716.1	0
AC018716.2	0
AC018717.1	0
AC018730.1	0
AC018730.2	0
AC018731.1	0
AC018735.1	0
AC018737.1	0
AC018737.2	0
AC018738.1	31.51541395
AC018742.1	0.059552936
AC018752.1	0.254979077
AC018755.1	0
AC018755.2	0
AC018755.3	0.071366427
AC018755.4	2.892383806
AC018761.1	0
AC018761.2	0
AC018761.3	0.067687745
AC018761.4	0
AC018765.1	0
AC018766.1	0.108524153
AC018767.1	0
AC018767.2	0
AC018767.3	0
AC018781.1	0.013481953
AC018797.1	0
AC018797.2	0.922025135
AC018797.3	0
AC018804.1	0
AC018809.1	0
AC018809.2	0.425921106
AC018814.1	0
AC018816.1	0.293908737
AC018816.2	0
AC018832.1	0
AC018845.1	0
AC018845.2	0
AC018845.3	0.152690959
AC018846.1	0
AC018861.1	0
AC018861.2	0
AC018865.1	0
AC018865.2	0
AC018866.1	0
AC018868.1	0.583618777
AC018868.2	0
AC018878.1	0
AC018880.1	0
AC018880.2	0
AC018889.1	0
AC018892.1	0
AC018892.2	0
AC018892.3	0
AC018904.1	3.585702079
AC018904.2	0
AC018926.1	0.120748712
AC018926.2	0.052736636
AC018926.3	0.388120861
AC018943.1	0
AC018946.1	0.057342456
AC018946.2	0.014188463
AC018953.1	0.143906
AC018980.1	0
AC018992.1	0
AC019055.1	0
AC019064.1	0
AC019068.1	0
AC019069.1	1.201825613
AC019070.1	0
AC019072.1	0
AC019077.1	0.066153262
AC019080.1	4.775728605
AC019080.2	0
AC019080.3	2.898377034
AC019080.4	0.23282664
AC019080.5	0.902026379
AC019084.1	0
AC019097.1	0.250122333
AC019103.1	0
AC019109.1	0
AC019117.1	0
AC019117.2	0.407905597
AC019118.1	0.301871781
AC019118.2	0
AC019129.1	0.100623927
AC019129.2	0
AC019130.1	0
AC019131.1	0
AC019131.2	0.48299485
AC019133.1	0
AC019155.1	0
AC019155.2	0
AC019155.3	0.087542817
AC019159.1	0
AC019163.1	0
AC019171.1	0.248701183
AC019176.1	0
AC019176.2	0
AC019178.1	0
AC019178.2	0
AC019181.1	0.423594274
AC019183.1	0
AC019185.1	0
AC019185.2	0.050505471
AC019185.3	0
AC019186.1	0
AC019193.1	0
AC019193.2	0.124272137
AC019193.3	0
AC019197.1	0.034947232
AC019205.1	0.268149168
AC019206.1	0
AC019209.1	0
AC019209.2	0
AC019209.3	0
AC019211.1	0.243819516
AC019226.1	0.407966524
AC019226.2	0.433584705
AC019227.1	0
AC019235.1	0
AC019254.1	0.172328379
AC019254.2	0
AC019257.1	0
AC019257.2	0
AC019270.1	0
AC019278.1	0
AC019288.1	0
AC019294.1	0
AC019294.2	0.02110313
AC019294.3	0
AC019322.1	0
AC019322.2	0
AC019322.3	0
AC019322.4	0
AC019330.1	0
AC019349.1	0
AC020549.1	0
AC020549.2	0
AC020550.1	0
AC020551.1	0
AC020558.1	0
AC020558.2	0
AC020558.3	0
AC020559.1	0.090095523
AC020571.1	1.078623377
AC020593.1	0
AC020594.1	0.233102174
AC020595.1	0
AC020604.1	0.068786917
AC020611.1	0
AC020611.2	0
AC020612.1	0.09709
AC020612.2	0
AC020612.3	0.046075167
AC020629.1	0.047750627
AC020633.1	0.046751838
AC020634.1	0.430538442
AC020636.1	0
AC020636.2	0.019761358
AC020637.1	0.015189615
AC020651.1	0
AC020656.1	0
AC020656.2	0.004946853
AC020658.1	0
AC020658.2	0
AC020658.3	0
AC020658.4	0.153583889
AC020658.5	0.594182013
AC020658.6	0.028088604
AC020658.7	0
AC020659.1	0.007189391
AC020659.2	0
AC020661.1	0.431082051
AC020661.2	0
AC020661.3	0
AC020661.4	0.014165504
AC020663.1	0
AC020663.2	0.072952347
AC020663.3	0.120361343
AC020687.1	0
AC020688.1	0.042087893
AC020699.1	0
AC020703.1	0
AC020704.1	0
AC020718.1	0
AC020719.1	0
AC020728.1	0
AC020741.1	0
AC020743.1	0
AC020743.2	0
AC020743.3	0
AC020763.1	0
AC020763.2	0
AC020763.3	0.027131038
AC020763.4	0.025192177
AC020763.5	0
AC020765.1	0
AC020765.2	0.121587245
AC020765.3	0.035490331
AC020765.4	0
AC020779.1	0.032993524
AC020779.2	0
AC020891.1	0
AC020891.2	0.169219362
AC020891.3	0.289397741
AC020891.4	0
AC020892.1	0
AC020892.2	0
AC020893.1	0
AC020893.2	0.10897446
AC020895.1	0
AC020895.2	0
AC020897.1	0
AC020898.1	0.934383302
AC020899.1	0.174503953
AC020900.1	0.046482911
AC020904.1	0
AC020904.2	0.060513468
AC020904.3	0
AC020905.1	0
AC020907.1	0.116723755
AC020907.2	0
AC020907.3	0.092965823
AC020907.4	0.099858726
AC020907.5	0
AC020908.1	0
AC020908.2	0
AC020908.3	0
AC020909.1	0
AC020909.2	0
AC020909.3	0
AC020910.1	0
AC020910.2	0
AC020910.3	0.030049022
AC020910.4	2.480379802
AC020910.5	0.563278176
AC020910.6	0
AC020911.1	0
AC020911.2	0
AC020913.1	0.159168757
AC020913.2	0
AC020913.3	0
AC020914.1	0
AC020914.2	0
AC020914.3	0
AC020915.1	0.043491818
AC020915.2	0.382005018
AC020915.3	1.018315628
AC020915.4	0
AC020916.1	1.8801473
AC020916.2	0
AC020917.1	0.029409681
AC020917.2	0.130986758
AC020917.3	0
AC020917.4	0.144517906
AC020922.1	0
AC020922.2	0
AC020922.3	0
AC020922.4	0
AC020923.1	0
AC020928.1	0.36621497
AC020928.2	0
AC020928.3	0.011953958
AC020931.1	0.039023544
AC020934.1	0
AC020934.2	0.057593958
AC020937.1	0
AC020951.1	0.034693322
AC020978.1	0.061361787
AC020978.2	0
AC020978.3	0.342558847
AC020978.4	0
AC020978.5	0
AC020978.6	0
AC020978.7	0.09559606
AC020978.8	0
AC020978.9	0.067988134
AC020980.1	0
AC020983.1	0
AC021001.1	0
AC021006.1	0
AC021006.2	0
AC021006.3	0
AC021016.1	0.316419819
AC021016.2	1.37213106
AC021016.3	0
AC021028.1	0.527013611
AC021035.1	0
AC021054.1	1.063905617
AC021066.1	0
AC021074.1	0.456384352
AC021074.2	0
AC021074.3	0
AC021078.1	0.95186087
AC021086.1	0.045994475
AC021087.1	0.603743562
AC021087.2	0.174649011
AC021087.3	0.072927025
AC021087.4	0
AC021088.1	0
AC021092.1	0.052706398
AC021097.1	0
AC021106.1	0.248231049
AC021106.2	0.073979845
AC021106.3	0.247296092
AC021127.1	0
AC021146.1	0
AC021146.10	0
AC021146.11	0.053488483
AC021146.12	0.055058375
AC021146.2	0
AC021146.3	0
AC021146.4	0
AC021146.5	0
AC021146.6	0
AC021146.7	0
AC021146.8	0
AC021146.9	0
AC021148.1	0.047721705
AC021151.1	0
AC021171.1	0
AC021171.2	0
AC021180.1	0
AC021188.1	0.212941986
AC021192.1	0.03320208
AC021193.1	0
AC021205.1	0
AC021205.2	0
AC021205.3	0.015367376
AC021218.1	0
AC021220.1	0
AC021224.1	0.245160746
AC021231.1	0
AC021231.2	0
AC021231.3	0
AC021237.1	0
AC021242.1	0
AC021242.2	0
AC021242.3	1.735598323
AC021269.1	0
AC021269.2	0
AC021321.1	0.047192893
AC021351.1	0
AC021355.1	0
AC021382.1	0
AC021393.1	0
AC021422.1	0
AC021439.1	0
AC021443.1	0
AC021451.1	0
AC021483.1	0.04872513
AC021483.2	0.078969036
AC021491.1	0
AC021491.2	0
AC021491.3	0
AC021491.4	0.010207091
AC021504.1	0.714876668
AC021506.1	0
AC021506.2	0
AC021517.1	0.030221916
AC021534.1	0
AC021546.1	0.127365882
AC021549.1	0.060653222
AC021594.1	0.330350251
AC021594.2	0
AC021613.1	0
AC021646.1	0
AC021660.1	0.047405857
AC021660.2	0
AC021678.1	0
AC021678.2	0
AC021678.3	0
AC021683.1	0.059451828
AC021683.2	0.087904777
AC021683.3	0
AC021683.4	0
AC021698.1	0
AC021713.1	0
AC021723.1	0
AC021733.1	0
AC021733.2	0
AC021736.1	0
AC021739.1	0
AC021739.2	0.10897446
AC021739.3	0
AC021739.4	0
AC021739.5	0.106327308
AC021744.1	0
AC021749.1	0
AC021752.1	0.068879698
AC021755.1	0.018149858
AC021755.2	0.060793623
AC021755.3	0
AC021766.1	0
AC021785.1	0.173926126
AC021818.1	0
AC021818.2	0
AC021820.1	0
AC021851.1	0.1699075
AC021860.1	0
AC021876.1	0.146311114
AC021915.1	0
AC021915.2	0
AC021945.1	0.015916876
AC021979.1	0
AC021979.2	0
AC022001.1	0
AC022001.2	0
AC022001.3	0
AC022007.1	0.176260704
AC022017.1	0
AC022018.1	0.435897842
AC022022.1	0
AC022022.2	0
AC022028.1	0
AC022028.2	0
AC022031.1	0.020256726
AC022031.2	1.792103149
AC022034.1	0
AC022034.2	0.583129779
AC022034.3	0
AC022034.4	0.055997537
AC022035.1	0.173926126
AC022039.1	0
AC022069.1	0
AC022075.1	1.800350503
AC022075.2	0
AC022075.3	0.080933266
AC022079.1	0.349007906
AC022079.2	0.232003931
AC022080.1	0
AC022080.2	0
AC022080.3	0
AC022081.1	0
AC022087.1	0
AC022092.1	0.208435277
AC022098.1	0.40391695
AC022098.2	0.101400946
AC022098.3	0.083374111
AC022098.4	0.14922071
AC022101.1	0.034785225
AC022106.1	0
AC022106.2	0
AC022107.1	0.568717069
AC022113.1	0.04706603
AC022113.2	0
AC022118.1	0
AC022121.1	0
AC022126.1	0.575745336
AC022133.1	0
AC022137.1	0
AC022137.2	0
AC022140.1	0
AC022140.2	0
AC022144.1	0.398929291
AC022145.1	0
AC022145.2	0
AC022146.1	0
AC022146.2	0
AC022148.1	0.016077652
AC022148.2	0
AC022149.1	0
AC022150.1	0
AC022150.2	0.897177933
AC022150.3	0.029844142
AC022150.4	0.110658055
AC022154.1	0.0197465
AC022164.1	0.137553247
AC022165.1	0.044065176
AC022166.1	0
AC022166.2	0
AC022167.1	0
AC022167.2	0.238572399
AC022167.3	0.061505492
AC022167.4	0
AC022173.1	0
AC022182.1	0.019268412
AC022182.2	0.489179883
AC022182.3	0.024238897
AC022188.1	0
AC022196.1	0
AC022201.1	0
AC022201.2	0
AC022202.1	0
AC022206.1	0
AC022210.1	0.463656784
AC022211.1	0.183143968
AC022211.2	0.166286316
AC022211.3	0.393942674
AC022211.4	0.036459294
AC022215.1	0
AC022217.1	0
AC022217.2	0
AC022217.3	0
AC022217.4	0
AC022239.1	0
AC022240.1	0
AC022254.1	0
AC022272.1	0.101400946
AC022274.1	0
AC022294.1	0.03036167
AC022296.1	0.03850857
AC022296.2	0
AC022296.3	0.195505049
AC022306.1	0.016813601
AC022306.2	0.649467572
AC022306.3	0.191002509
AC022325.1	0
AC022335.1	0
AC022336.1	0
AC022336.2	0
AC022336.3	0
AC022360.1	0
AC022364.1	0.606509983
AC022364.2	0
AC022367.1	0
AC022382.1	0.468979374
AC022384.1	0
AC022387.1	0
AC022387.2	0
AC022390.1	0.363080806
AC022392.1	0
AC022395.1	0.025192177
AC022398.1	0
AC022400.1	0
AC022400.2	0
AC022400.3	0
AC022400.4	0
AC022400.5	0
AC022400.6	0.004514068
AC022400.7	3.059748927
AC022400.8	0.218917852
AC022400.9	0
AC022404.1	0
AC022405.1	0.101793973
AC022413.1	0.133449415
AC022415.1	0.623244838
AC022417.1	0.423269182
AC022418.1	0
AC022424.1	0
AC022424.2	0
AC022431.1	0
AC022432.1	0
AC022441.1	0
AC022441.2	0
AC022441.3	0
AC022445.1	0
AC022447.1	0
AC022447.2	0
AC022447.3	0
AC022447.4	0
AC022447.5	0
AC022447.6	0
AC022447.7	0
AC022467.1	0.350638785
AC022469.1	0
AC022469.2	0
AC022483.1	0
AC022486.1	0
AC022493.1	0
AC022493.2	0
AC022494.1	0
AC022497.1	0.035576869
AC022498.1	0
AC022498.2	0.277668845
AC022507.1	0
AC022509.1	0.046565328
AC022509.2	0.713868461
AC022509.3	0.286156906
AC022509.4	0.137742194
AC022511.1	0
AC022513.1	0
AC022517.1	0
AC022523.1	0
AC022523.2	0
AC022523.3	0
AC022532.1	0.015198406
AC022535.1	0
AC022537.1	0
AC022540.1	0
AC022558.1	0
AC022558.2	0
AC022558.3	0.114518219
AC022559.1	0
AC022568.1	0
AC022596.1	0
AC022601.1	0
AC022613.1	0.019197986
AC022613.2	0.723992969
AC022613.3	0
AC022616.1	0
AC022616.2	0
AC022616.3	0
AC022616.4	0
AC022616.5	0
AC022616.6	0
AC022616.7	0
AC022616.8	0
AC022634.1	0
AC022634.2	0
AC022639.1	0.476609827
AC022655.1	0
AC022655.2	0
AC022662.1	0
AC022679.1	0
AC022679.2	0
AC022690.1	0
AC022690.2	0
AC022695.1	0
AC022695.2	0
AC022695.3	0
AC022706.1	2.611571418
AC022709.1	0
AC022710.1	0
AC022726.1	0
AC022730.1	0
AC022730.2	0
AC022730.3	0
AC022730.4	0.11095414
AC022733.1	0.035538356
AC022733.2	0
AC022743.1	0
AC022748.1	0
AC022748.2	0
AC022748.3	0
AC022762.1	0.096554577
AC022762.2	0.135875768
AC022778.1	0.096377413
AC022784.1	0.06002936
AC022784.2	0
AC022784.3	0.391617446
AC022784.4	0
AC022784.5	0
AC022784.6	0.005190286
AC022784.7	0.121026935
AC022784.8	0.234909168
AC022790.1	0
AC022795.1	0
AC022796.1	0
AC022809.1	0
AC022816.1	0
AC022819.1	0.040301041
AC022826.1	0.032624652
AC022826.2	0
AC022832.1	0
AC022858.1	0
AC022861.1	0
AC022868.1	0.134336803
AC022872.1	0.235390416
AC022874.1	0
AC022878.1	0
AC022880.1	0
AC022880.2	0
AC022882.1	0
AC022884.1	0
AC022893.1	0.125801173
AC022893.2	0.143425731
AC022893.3	0.060098043
AC022898.1	0.053488483
AC022898.2	0.120104474
AC022903.1	0
AC022905.1	0
AC022915.1	0
AC022915.2	0.022144051
AC022915.3	0
AC022916.1	0.550642449
AC022916.2	0
AC022916.3	0
AC022916.4	0
AC022919.1	0
AC022929.1	0
AC022929.2	0.012347365
AC022960.1	0
AC022960.2	0.039433701
AC022960.3	0
AC022966.1	0
AC022968.1	0.237672805
AC022973.1	0
AC022973.2	0
AC022973.3	0
AC022973.4	0.143199809
AC023024.1	0.050700473
AC023024.2	0.250373334
AC023034.1	0.096643404
AC023034.2	0.55174044
AC023043.1	2.759970571
AC023043.2	0.025597315
AC023043.3	0
AC023043.4	1.111345332
AC023050.1	0.086390937
AC023050.2	0
AC023050.3	0
AC023050.4	0
AC023051.1	0.119921666
AC023051.2	0
AC023055.1	0.031092555
AC023078.1	0
AC023078.2	0
AC023078.3	0
AC023078.4	0
AC023078.5	0
AC023078.6	0
AC023078.7	0
AC023090.1	0
AC023090.2	0
AC023115.1	0
AC023128.1	0
AC023128.2	0
AC023136.1	0
AC023137.1	0.085268977
AC023141.1	0
AC023141.10	0
AC023141.11	0
AC023141.12	0
AC023141.13	0
AC023141.2	0
AC023141.3	0
AC023141.4	0
AC023141.5	0
AC023141.6	0
AC023141.7	0
AC023141.8	0
AC023141.9	0
AC023154.1	0
AC023157.1	0.391982761
AC023157.2	0.186261312
AC023157.3	1.14459717
AC023158.1	0
AC023158.2	0.096732394
AC023161.1	0
AC023161.2	0.16835157
AC023162.1	0
AC023194.1	0
AC023194.2	0
AC023194.3	0
AC023200.1	0
AC023202.1	0
AC023206.1	0
AC023232.1	0.092150333
AC023245.1	0
AC023245.2	0
AC023271.1	0.024094353
AC023274.1	0
AC023274.2	0
AC023300.1	0
AC023300.2	0.600784035
AC023300.3	0
AC023301.1	0.345250455
AC023302.1	0.213519065
AC023310.1	0
AC023310.2	0
AC023310.3	0
AC023310.4	0.121213131
AC023347.1	0
AC023347.2	0
AC023355.1	0.039031829
AC023389.1	0
AC023389.2	0
AC023394.1	0
AC023394.2	0
AC023403.1	0.026717035
AC023421.1	0.08827847
AC023421.2	0.035927284
AC023424.1	0
AC023424.2	0.067600631
AC023442.1	0
AC023442.2	0
AC023442.3	0
AC023449.1	0
AC023449.2	0.437714083
AC023469.1	0.111995074
AC023469.2	0
AC023481.1	0
AC023490.1	0
AC023490.2	0
AC023490.3	0
AC023509.1	0
AC023509.2	0
AC023509.3	0.3221836
AC023509.4	1.050513798
AC023509.5	0
AC023510.1	0
AC023510.2	0
AC023511.1	0.183977898
AC023511.2	0
AC023512.1	0.052630952
AC023513.1	0
AC023538.1	0
AC023575.1	0
AC023590.1	0.276109069
AC023595.1	0
AC023632.1	0.140068506
AC023632.2	0.132121635
AC023632.3	0
AC023632.4	0
AC023632.5	0
AC023632.6	1.725120271
AC023644.1	0.169802877
AC023669.1	0
AC023669.2	0
AC023762.1	0
AC023790.1	0
AC023790.2	0.087433525
AC023794.1	0.006662315
AC023794.2	0.325841749
AC023794.3	0.049740237
AC023794.4	0.02336552
AC023794.5	0.358988528
AC023794.6	0.069662719
AC023794.7	0.036526905
AC023796.1	0
AC023796.2	0
AC023813.1	0
AC023813.2	0
AC023813.3	0.146175389
AC023813.4	0
AC023818.1	0.193779672
AC023824.1	0
AC023824.2	0
AC023824.3	0
AC023824.4	0
AC023824.5	0
AC023824.6	0
AC023825.1	0.050995815
AC023825.2	0.117244844
AC023827.1	0
AC023830.1	0
AC023830.2	0
AC023830.3	0
AC023855.1	0
AC023866.1	0
AC023866.2	0
AC023886.1	0.055174044
AC023886.2	0.702898527
AC023905.1	0
AC023906.1	0.173926126
AC023906.2	0.625305832
AC023906.3	0
AC023906.4	0
AC023906.5	0.289511677
AC023908.1	0
AC023908.2	0
AC023908.3	0.051715481
AC023932.1	0
AC023932.2	0
AC023934.1	0
AC023946.1	0
AC023968.1	0
AC023968.2	0
AC023983.1	0.231594753
AC023983.2	0.093462082
AC024022.1	0
AC024023.1	0
AC024028.1	0
AC024060.1	0.797454806
AC024067.1	0
AC024075.1	0.769607178
AC024075.2	1.996903351
AC024075.3	0.689830824
AC024082.1	0
AC024082.2	0
AC024084.1	0
AC024085.1	0
AC024132.1	0
AC024132.2	0
AC024132.3	0
AC024145.1	0.101662626
AC024153.1	0
AC024224.1	0
AC024224.2	0
AC024230.1	0
AC024243.1	0.03375687
AC024255.1	0
AC024257.1	0
AC024257.2	0.178658809
AC024257.3	0.122487891
AC024257.4	0.114684912
AC024257.5	0
AC024267.1	0
AC024267.2	0
AC024267.3	0
AC024267.4	0.052736636
AC024267.5	0.043844482
AC024267.6	0
AC024270.1	0.130014084
AC024270.2	0.105261904
AC024270.3	0
AC024270.4	0.062382055
AC024288.1	0.125061166
AC024293.1	16.24288403
AC024337.1	0
AC024337.2	0.028168943
AC024341.1	0
AC024361.1	0.081815716
AC024361.2	0.05849186
AC024361.3	0
AC024382.1	0
AC024405.1	0
AC024405.2	0
AC024451.1	0.033713537
AC024451.2	0.308138073
AC024451.3	0.113446415
AC024451.4	0.104771988
AC024475.1	0
AC024475.2	0
AC024475.3	0
AC024475.4	0
AC024558.1	0.14922071
AC024559.1	0
AC024559.2	0
AC024560.1	0.035707471
AC024560.2	0.438591265
AC024560.3	0.978272162
AC024563.1	0.030187178
AC024563.2	0
AC024568.1	0
AC024575.1	0.077017141
AC024579.1	0
AC024580.1	0.194828227
AC024580.2	0
AC024581.1	0.881614937
AC024581.2	0
AC024587.1	0
AC024587.2	0.025849257
AC024589.1	0
AC024589.2	0
AC024592.1	0
AC024592.2	0.066320316
AC024592.3	0
AC024595.1	0
AC024597.1	0.148797988
AC024600.1	0.020422119
AC024601.1	0.100239866
AC024603.1	0
AC024610.1	0
AC024610.2	0
AC024614.1	0
AC024614.2	0
AC024619.1	0
AC024619.2	0
AC024619.3	0
AC024619.4	0
AC024651.1	0
AC024651.2	0
AC024681.1	0
AC024681.2	0
AC024884.1	0.065821667
AC024884.2	0.021060822
AC024896.1	4.461283589
AC024901.1	0
AC024908.1	0
AC024909.1	0
AC024909.2	0.011636174
AC024933.1	0.830147398
AC024937.1	0.07634548
AC024937.2	0.021145608
AC024940.1	0.034693322
AC024940.2	0.057720538
AC024940.3	1.126788728
AC024940.4	0
AC024940.5	0
AC024940.6	0.110813692
AC024941.1	0
AC024941.2	0.053271491
AC024958.1	0
AC024995.1	0
AC025030.1	0.045833935
AC025030.2	0
AC025031.1	0.046731041
AC025031.2	0
AC025031.3	0.071366427
AC025031.4	0.064231966
AC025031.5	0.020818744
AC025033.1	0
AC025034.1	0.230241189
AC025034.2	0
AC025035.1	0.293767841
AC025038.1	0
AC025040.1	0
AC025040.2	0
AC025043.1	0.126061656
AC025048.1	0.048455434
AC025048.2	0.150935891
AC025048.3	0
AC025048.4	0.52600834
AC025048.5	0
AC025048.6	0.109428521
AC025062.1	0.367027336
AC025062.2	0.039198276
AC025125.1	0
AC025154.1	0
AC025154.2	0.033370832
AC025161.1	0.044437978
AC025162.1	0
AC025162.2	0.234489687
AC025164.1	0.051909695
AC025165.1	0.010101094
AC025165.2	0
AC025165.3	0.077357423
AC025165.4	0.667185438
AC025165.5	2.135560057
AC025166.1	0.161121748
AC025171.1	1.113152193
AC025171.2	0.208360111
AC025171.3	0.189966329
AC025171.4	0.526761933
AC025171.5	0.114186282
AC025174.1	0
AC025175.1	1.245668536
AC025176.1	0.143906
AC025178.1	0.220431552
AC025180.1	0.085966759
AC025181.1	0.126263678
AC025181.2	1.735574542
AC025183.1	0
AC025183.2	0
AC025183.3	0.122723575
AC025183.4	0
AC025186.1	0
AC025187.1	0
AC025188.1	0
AC025198.1	0.062679821
AC025211.1	0.422458632
AC025219.1	0.149788089
AC025244.1	1.343940894
AC025244.2	0
AC025252.1	0
AC025252.2	0
AC025253.1	0
AC025254.1	0
AC025257.1	0
AC025259.1	0
AC025259.2	0
AC025259.3	0.086107688
AC025260.1	0
AC025262.1	0.044588871
AC025262.2	0.049740237
AC025262.3	0
AC025263.1	0.047099794
AC025263.2	0
AC025263.3	0
AC025265.1	0.148238071
AC025265.2	0
AC025265.3	0
AC025271.1	0
AC025271.2	0
AC025271.3	0
AC025271.4	0
AC025272.1	0.152101419
AC025277.1	0
AC025278.1	0
AC025278.2	0
AC025279.1	0.027254924
AC025279.2	0
AC025279.3	0
AC025280.1	0
AC025280.2	0.072179001
AC025281.1	0
AC025283.1	0
AC025283.2	0.01405683
AC025284.1	0
AC025287.1	0
AC025287.2	0.157262545
AC025287.3	0.209683393
AC025300.1	0
AC025366.1	0
AC025370.1	0
AC025419.1	0.042823181
AC025423.1	0
AC025423.2	0
AC025423.3	0
AC025423.4	0
AC025423.5	0
AC025428.1	0
AC025428.2	0
AC025430.1	0.210946546
AC025431.1	0.030049022
AC025434.1	0
AC025437.1	0
AC025437.2	0.095849799
AC025437.3	0
AC025437.4	0
AC025437.5	0
AC025437.6	0
AC025442.1	0
AC025445.1	0
AC025449.1	3.177357424
AC025458.1	0
AC025459.1	0.16835157
AC025465.1	0
AC025465.2	0
AC025465.3	0
AC025465.4	0
AC025470.1	0
AC025470.2	0
AC025475.1	0
AC025518.1	0.227056296
AC025521.1	0
AC025524.1	0
AC025524.2	0
AC025538.1	0
AC025539.1	0.019604015
AC025554.1	0
AC025566.1	0
AC025569.1	0.053614476
AC025572.1	0
AC025574.1	0.015887988
AC025574.2	0
AC025575.1	0.193109154
AC025575.2	16.87329685
AC025576.1	0
AC025576.2	0
AC025578.1	0
AC025580.1	0.072051701
AC025580.2	0.114891499
AC025580.3	0
AC025588.1	0.076050709
AC025588.2	0
AC025588.3	0
AC025588.4	0
AC025594.1	0
AC025594.2	0.188056725
AC025594.3	0.066488215
AC025627.1	0
AC025627.2	0
AC025627.3	0.144301346
AC025627.4	0
AC025647.1	0
AC025674.1	0
AC025674.2	0
AC025678.1	0
AC025678.2	0
AC025678.3	0.027221025
AC025682.1	0.465203373
AC025741.1	0
AC025750.1	0
AC025750.2	0
AC025752.1	0
AC025754.1	0
AC025754.2	0.486348981
AC025755.1	0
AC025766.1	0.192637005
AC025768.1	0
AC025773.1	0
AC025809.1	0
AC025809.2	0.029148552
AC025810.1	0
AC025811.1	0
AC025822.1	0
AC025822.2	0.045934141
AC025857.1	0
AC025857.2	7.834714253
AC025871.1	0
AC025871.2	0
AC025881.1	0.256473095
AC025884.1	1.459046942
AC025884.2	0
AC025884.3	0
AC025887.1	0
AC025917.1	0.303616705
AC025918.1	0
AC025918.2	0
AC025946.1	0
AC025946.2	0
AC025947.1	0
AC026111.1	0
AC026116.1	0
AC026117.1	0.029742746
AC026120.1	0.340339244
AC026120.2	0
AC026124.1	0.022791014
AC026124.2	0.240208948
AC026150.1	0
AC026150.2	0
AC026150.3	0
AC026167.1	0
AC026185.1	0
AC026191.1	0.063706113
AC026202.1	0
AC026202.2	0.312652916
AC026202.3	0
AC026250.1	0.069847992
AC026254.1	0
AC026254.2	0.231390704
AC026271.1	2.708112351
