	00068002-f4f0-4610-bfe6-67169c760d21
	tumor
AC022145.1	0
AC022145.2	0
AC022146.1	0
AC022146.2	0
AC022148.1	0.008746701
AC022148.2	0
AC022149.1	0
AC022150.1	0
AC022150.2	1.907989672
AC022150.3	0
AC022150.4	0.86288297
AC022154.1	0.257823819
AC022164.1	0.010690413
AC022165.1	0
AC022166.1	0
AC022166.2	0
AC022167.1	0
AC022167.2	0.57324
AC022167.3	0
AC022167.4	0.057380468
AC022173.1	0
AC022182.1	0.020965131
AC022182.2	0.099797927
AC022182.3	0.052746605
AC022188.1	0
AC022196.1	0
AC022201.1	0.148572651
AC022201.2	0
AC022202.1	0
AC022206.1	0
AC022210.1	0.324311802
AC022211.1	1.115918062
AC022211.2	1.402199715
AC022211.3	1.64308971
AC022211.4	0.211572222
AC022215.1	0.157875543
AC022217.1	0.038720153
AC022217.2	0.060541257
AC022217.3	0.081180322
AC022217.4	0
AC022239.1	0.170092103
AC022240.1	0
AC022254.1	0
AC022272.1	0.110330012
AC022274.1	0.058317292
AC022294.1	0
AC022296.1	0
AC022296.2	0
AC022296.3	0
AC022306.1	0.036588314
AC022306.2	0.485827211
AC022306.3	0
AC022325.1	0
AC022335.1	0
AC022336.1	0.169587378
AC022336.2	0
AC022336.3	0.057553823
AC022360.1	0
AC022364.1	0.460894729
AC022364.2	0
AC022367.1	0
AC022382.1	0.085046051
AC022384.1	0
AC022387.1	0.215935566
AC022387.2	0
AC022390.1	0.131684208
AC022392.1	0
AC022395.1	0.027410526
AC022398.1	0
AC022400.1	0.128429093
AC022400.2	0.032997082
AC022400.3	0.015000248
AC022400.4	0
AC022400.5	0.239727124
AC022400.6	0.009823126
AC022400.7	0.878533966
AC022400.8	0.18261625
AC022400.9	0
AC022404.1	0
AC022405.1	0.055378824
AC022413.1	0.261361036
AC022415.1	1.036025727
AC022417.1	0.109652622
AC022418.1	0
AC022424.1	0
AC022424.2	0
AC022431.1	0
AC022432.1	0
AC022441.1	0
AC022441.2	0
AC022441.3	0
AC022445.1	0.140075849
AC022447.1	0
AC022447.2	0
AC022447.3	0
AC022447.4	0
AC022447.5	0
AC022447.6	0
AC022447.7	0
AC022467.1	0
AC022469.1	0
AC022469.2	0
AC022483.1	0
AC022486.1	0
AC022493.1	0
AC022493.2	0
AC022494.1	0.039252024
AC022497.1	0.054193528
AC022498.1	0
AC022498.2	0.062941571
AC022507.1	0
AC022509.1	0.025332866
AC022509.2	0.040880505
AC022509.3	0
AC022509.4	0.049957121
AC022511.1	0
AC022513.1	0
AC022517.1	0
AC022523.1	0
AC022523.2	0
AC022523.3	0
AC022532.1	0.14883059
AC022535.1	0
AC022537.1	0
AC022540.1	0.069696276
AC022558.1	0.188824713
AC022558.2	0
AC022558.3	0.706080007
AC022559.1	0
AC022568.1	0
AC022596.1	0
AC022601.1	0
AC022613.1	0.031332756
AC022613.2	0.53172831
AC022613.3	0.042459841
AC022616.1	0
AC022616.2	0
AC022616.3	0
AC022616.4	0
AC022616.5	0
AC022616.6	0
AC022616.7	0
AC022616.8	0
AC022634.1	0
AC022634.2	0
AC022639.1	0.840455095
AC022655.1	0
AC022655.2	0
AC022662.1	0
AC022679.1	0
AC022679.2	0
AC022690.1	0
AC022690.2	0
AC022695.1	0
AC022695.2	0
AC022695.3	0
AC022706.1	0.360195041
AC022709.1	0
AC022710.1	0
AC022726.1	0
AC022730.1	0.050308932
AC022730.2	0.063220074
AC022730.3	0
AC022730.4	0
AC022733.1	0
AC022733.2	0
AC022743.1	0
AC022748.1	0
AC022748.2	0
AC022748.3	0
AC022762.1	0.105056887
AC022762.2	0.295681172
AC022778.1	0
AC022784.1	0.261261469
AC022784.2	0.087120345
AC022784.3	1.065255293
AC022784.4	0.067714392
AC022784.5	0
AC022784.6	0
AC022784.7	0.087789472
AC022784.8	0.56230806
AC022790.1	0
AC022795.1	0
AC022796.1	0
AC022809.1	0
AC022816.1	0
AC022819.1	0.058466441
AC022826.1	0.070994965
AC022826.2	0
AC022832.1	0
AC022858.1	0.029248181
AC022861.1	0.129300784
AC022868.1	0.43849831
AC022872.1	0.109764942
AC022874.1	0.103910812
AC022878.1	0
AC022880.1	0
AC022880.2	0
AC022882.1	0
AC022884.1	0
AC022893.1	0.096620366
AC022893.2	0
AC022893.3	0
AC022898.1	0
AC022898.2	0.021780086
AC022903.1	0
AC022905.1	0
AC022915.1	0
AC022915.2	0.060234977
AC022915.3	0
AC022916.1	0.741296924
AC022916.2	0
AC022916.3	0.077022839
AC022916.4	0
AC022919.1	0
AC022929.1	0
AC022929.2	0.013434637
AC022960.1	0.082113429
AC022960.2	0.042906116
AC022960.3	0
AC022966.1	0
AC022968.1	0.258601568
AC022973.1	0.049696475
AC022973.2	0.156150127
AC022973.3	0.06118945
AC022973.4	0.280457207
AC023024.1	0.099297011
AC023024.2	0.086027516
AC023034.1	0.184018687
AC023034.2	0.120065014
AC023043.1	0.093843919
AC023043.2	0
AC023043.3	0
AC023043.4	0.254569917
AC023050.1	0
AC023050.2	0
AC023050.3	0
AC023050.4	0
AC023051.1	0
AC023051.2	0
AC023055.1	0.10149142
AC023078.1	0
AC023078.2	0
AC023078.3	0
AC023078.4	0
AC023078.5	0
AC023078.6	0
AC023078.7	0
AC023090.1	0
AC023090.2	0.013542878
AC023115.1	0
AC023128.1	0
AC023128.2	0
AC023136.1	0
AC023137.1	0
AC023141.1	0
AC023141.10	0
AC023141.11	0
AC023141.12	0
AC023141.13	0
AC023141.2	0
AC023141.3	0
AC023141.4	0
AC023141.5	0
AC023141.6	0
AC023141.7	0
AC023141.8	0
AC023141.9	0
AC023154.1	0.023616094
AC023157.1	0.2132498
AC023157.2	0.202662931
AC023157.3	0.793763145
AC023158.1	0
AC023158.2	0
AC023161.1	0
AC023161.2	0
AC023162.1	0
AC023194.1	0
AC023194.2	0
AC023194.3	0
AC023200.1	0
AC023202.1	0
AC023206.1	0.09589085
AC023232.1	0.100264818
AC023245.1	0
AC023245.2	0
AC023271.1	0.02621603
AC023274.1	0
AC023274.2	0
AC023300.1	0
AC023300.2	0.04669195
AC023300.3	0
AC023301.1	0.090674666
AC023302.1	0.755042992
AC023310.1	0
AC023310.2	0
AC023310.3	0
AC023310.4	0.087924533
AC023347.1	0
AC023347.2	0
AC023355.1	0.200210322
AC023389.1	0.14883059
AC023389.2	0.119687846
AC023394.1	0
AC023394.2	0
AC023403.1	0.058139315
AC023421.1	0
AC023421.2	0
AC023424.1	0
AC023424.2	0.147106683
AC023442.1	0
AC023442.2	0
AC023442.3	0
AC023449.1	0
AC023449.2	0.023812894
AC023469.1	0
AC023469.2	0
AC023481.1	0.060928514
AC023490.1	0
AC023490.2	0
AC023490.3	0.478918546
AC023509.1	0.072757411
AC023509.2	0
AC023509.3	0.308062723
AC023509.4	1.290505242
AC023509.5	0.070819017
AC023510.1	0.058317292
AC023510.2	0
AC023511.1	0
AC023511.2	0
AC023512.1	0
AC023513.1	0
AC023538.1	0
AC023575.1	0
AC023590.1	0.159047161
AC023595.1	0
AC023632.1	0.076201262
AC023632.2	0.255565999
AC023632.3	0
AC023632.4	0
AC023632.5	0.05819852
AC023632.6	2.349568079
AC023644.1	0
AC023669.1	0
AC023669.2	0
AC023762.1	0
AC023790.1	0.082350067
AC023790.2	0.023783165
AC023794.1	0.014497957
AC023794.2	0.070906881
AC023794.3	0
AC023794.4	0
AC023794.5	0.020557894
AC023794.6	0.037898506
AC023794.7	0
AC023796.1	0
AC023796.2	0.063360251
AC023813.1	0
AC023813.2	0
AC023813.3	0
AC023813.4	0
AC023818.1	0.210843335
AC023824.1	0
AC023824.2	0
AC023824.3	0
AC023824.4	0
AC023824.5	0
AC023824.6	0
AC023825.1	0
AC023825.2	0.127569077
AC023827.1	0
AC023830.1	0.055558276
AC023830.2	0
AC023830.3	0.0196395
AC023855.1	0.159194837
AC023866.1	0
AC023866.2	0
AC023886.1	0
AC023886.2	0.695266988
AC023905.1	0
AC023906.1	0.063080515
AC023906.2	0.804071757
AC023906.3	0
AC023906.4	0.037159263
AC023906.5	1.080017886
AC023908.1	0
AC023908.2	0
AC023908.3	0.140673482
AC023932.1	0
AC023932.2	0
AC023934.1	0.01196127
AC023946.1	0
AC023968.1	0
AC023968.2	1.607200115
AC023983.1	0.10079532
AC023983.2	0.406768302
AC024022.1	0
AC024023.1	0
AC024028.1	0
AC024060.1	1.15690175
AC024067.1	0
AC024075.1	2.669137609
AC024075.2	2.541335365
AC024075.3	0.911412842
AC024082.1	0
AC024082.2	0
AC024084.1	0.439622665
AC024085.1	0
AC024132.1	0
AC024132.2	0
AC024132.3	0
AC024145.1	0
AC024153.1	0
AC024224.1	0
AC024224.2	0.146166103
AC024230.1	0
AC024243.1	0.0367294
AC024255.1	0
AC024257.1	0
AC024257.2	0.388781949
AC024257.3	0.023518908
AC024257.4	0.124783726
AC024257.5	0
AC024267.1	0
AC024267.2	0
AC024267.3	0.355922264
AC024267.4	0.143451171
AC024267.5	0.19082119
AC024267.6	0.090428713
AC024270.1	0.070731369
AC024270.2	0.114530955
AC024270.3	0
AC024270.4	0.271500933
AC024288.1	0
AC024293.1	9.353016337
AC024337.1	0
AC024337.2	0
AC024341.1	0
AC024361.1	0.222550415
AC024361.2	0.190927438
AC024361.3	0.42906116
AC024382.1	0
AC024405.1	0
AC024405.2	0
AC024451.1	0.073364501
AC024451.2	1.031605532
AC024451.3	0.370308508
AC024451.4	0.113997899
AC024475.1	0
AC024475.2	0
AC024475.3	0
AC024475.4	0.151835671
AC024558.1	0.216480858
AC024559.1	0
AC024559.2	0
AC024560.1	0.116555295
AC024560.2	1.298017488
AC024560.3	1.064415908
AC024563.1	0
AC024563.2	0
AC024568.1	0.025288029
AC024575.1	1.047488021
AC024579.1	0
AC024580.1	0.254381067
AC024580.2	0.247406695
AC024581.1	0.353406913
AC024581.2	0
AC024587.1	0
AC024587.2	0
AC024589.1	0
AC024589.2	0
AC024592.1	0.24080455
AC024592.2	0.192427429
AC024592.3	0
AC024595.1	0
AC024597.1	0
AC024600.1	0.02222043
AC024601.1	0.054533346
AC024603.1	0
AC024610.1	0
AC024610.2	0
AC024614.1	0
AC024614.2	0
AC024619.1	0
AC024619.2	0
AC024619.3	0
AC024619.4	0
AC024651.1	0
AC024651.2	0
AC024681.1	0
AC024681.2	0
AC024884.1	0
AC024884.2	0.068746126
AC024896.1	4.43934382
AC024901.1	0
AC024908.1	0
AC024909.1	0
AC024909.2	0.164590674
AC024933.1	0.328453715
AC024937.1	0.581477653
AC024937.2	0.115038137
AC024940.1	0.094370783
AC024940.2	0.026168016
AC024940.3	0.801622186
AC024940.4	0.090428713
AC024940.5	0
AC024940.6	0.301429042
AC024941.1	0
AC024941.2	0.231849681
AC024958.1	0
AC024995.1	0
AC025030.1	0.049869936
AC025030.2	0.05039766
AC025031.1	0.101692076
AC025031.2	0.045574917
AC025031.3	0.077650742
AC025031.4	0.192192116
AC025031.5	0.01132599
AC025033.1	0
AC025034.1	0.267216582
AC025034.2	0
AC025035.1	0
AC025038.1	0
AC025040.1	0
AC025040.2	0
AC025043.1	0.045720757
AC025048.1	0.052722275
AC025048.2	0.547422859
AC025048.3	0
AC025048.4	0.367924548
AC025048.5	0
AC025048.6	0
AC025062.1	0
AC025062.2	0.04264996
AC025125.1	0
AC025154.1	0
AC025154.2	0.054464053
AC025161.1	0.096702109
AC025162.1	0
AC025162.2	0.153082892
AC025164.1	0.030123045
AC025165.1	0.120896233
AC025165.2	0
AC025165.3	0.042084644
AC025165.4	0.461959151
AC025165.5	1.235963375
AC025166.1	1.05185791
AC025171.1	1.53962679
AC025171.2	0.597683897
AC025171.3	0.1033471
AC025171.4	0.136463578
AC025171.5	0.155301485
AC025174.1	0
AC025175.1	0.225893069
AC025176.1	0.156577935
AC025178.1	0.239842101
AC025180.1	0.046768369
AC025181.1	0
AC025181.2	0.962017178
AC025183.1	1.882619413
AC025183.2	0.087386768
AC025183.3	0.066765124
AC025183.4	0
AC025186.1	0
AC025187.1	0.041655209
AC025188.1	0
AC025198.1	0
AC025211.1	0.153219696
AC025219.1	0.597585942
AC025244.1	1.40135583
AC025244.2	0
AC025252.1	0
AC025252.2	0
AC025253.1	0
AC025254.1	0
AC025257.1	0
AC025259.1	0
AC025259.2	0
AC025259.3	0.031230025
AC025260.1	0
AC025262.1	0
AC025262.2	0.027060107
AC025262.3	0
AC025263.1	0.020498905
AC025263.2	0
AC025263.3	0
AC025265.1	0.349464865
AC025265.2	0
AC025265.3	0.061058703
AC025271.1	0
AC025271.2	0
AC025271.3	0
AC025271.4	0.016555894
AC025272.1	0
AC025277.1	0
AC025278.1	0
AC025278.2	0
AC025279.1	0.011861965
AC025279.2	0
AC025279.3	0
AC025280.1	0
AC025280.2	0.022438534
AC025281.1	0
AC025283.1	0.038931162
AC025283.2	0.050982111
AC025284.1	0
AC025287.1	0
AC025287.2	0.171110618
AC025287.3	0.228147491
AC025300.1	0
AC025366.1	0
AC025370.1	0
AC025419.1	0
AC025423.1	0.076405009
AC025423.2	0
AC025423.3	0.060928514
AC025423.4	0
AC025423.5	0
AC025428.1	0
AC025428.2	0
AC025430.1	0.114760937
AC025431.1	0
AC025434.1	0
AC025437.1	0
AC025437.2	0
AC025437.3	0
AC025437.4	0
AC025437.5	0
AC025437.6	0
AC025442.1	0
AC025445.1	0
AC025449.1	2.052680496
AC025458.1	0.34428281
AC025459.1	0.366352221
AC025465.1	0
AC025465.2	0
AC025465.3	0
AC025465.4	0
AC025470.1	0
AC025470.2	0
AC025475.1	0.058676536
AC025518.1	0.082350067
AC025521.1	0
AC025524.1	0
AC025524.2	0
AC025538.1	0.019229794
AC025539.1	0.007110095
AC025554.1	0
AC025566.1	0
AC025569.1	1.391079884
AC025572.1	0
AC025574.1	0
AC025574.2	0
AC025575.1	0
AC025575.2	0
AC025576.1	0
AC025576.2	0.073270444
AC025578.1	0
AC025580.1	0.03919818
AC025580.2	0.036767207
AC025580.3	0.020067046
AC025588.1	0.151703767
AC025588.2	0
AC025588.3	0
AC025588.4	0
AC025594.1	0
AC025594.2	1.101780846
AC025594.3	0.253200396
AC025627.1	0.117433452
AC025627.2	0.357193415
AC025627.3	0
AC025627.4	0
AC025647.1	0
AC025674.1	0
AC025674.2	0
AC025678.1	0
AC025678.2	0
AC025678.3	0.088854083
AC025682.1	0.437144921
AC025741.1	0
AC025750.1	0.075397027
AC025750.2	0.063501052
AC025752.1	0
AC025754.1	0
AC025754.2	0.066146929
AC025755.1	0
AC025766.1	0
AC025768.1	0
AC025773.1	0
AC025809.1	0.051027631
AC025809.2	0
AC025810.1	0
AC025811.1	0
AC025822.1	0
AC025822.2	0.024989482
AC025857.1	0
AC025857.2	13.56734653
AC025871.1	0
AC025871.2	0
AC025881.1	0
AC025884.1	0
AC025884.2	0
AC025884.3	0
AC025887.1	0
AC025917.1	0.188772738
AC025918.1	0.074609591
AC025918.2	0
AC025946.1	0
AC025946.2	0
AC025947.1	0
AC026111.1	0
AC026116.1	0.120571617
AC026117.1	0
AC026120.1	0.370308508
AC026120.2	0
AC026124.1	0
AC026124.2	0.130680518
AC026150.1	0
AC026150.2	0
AC026150.3	0
AC026167.1	0
AC026185.1	0
AC026191.1	0.069315884
AC026202.1	0
AC026202.2	0.085046051
AC026202.3	0.025355344
AC026250.1	0.99883873
AC026254.1	0
AC026254.2	0.314707855
AC026271.1	2.734596473
AC026271.2	0
AC026271.3	1.278335409
AC026271.4	0
AC026304.1	0.662176741
AC026310.1	0
AC026310.2	0.117756071
AC026310.3	0.012041919
AC026316.1	0
AC026316.2	0
AC026316.3	0
AC026320.1	0
AC026320.2	0
AC026333.1	1.020552615
AC026333.2	0
AC026333.3	0.013672475
AC026333.4	0.15758533
AC026336.1	0
AC026336.2	0
AC026336.3	0.096352752
AC026336.4	0
AC026336.5	0
AC026347.1	0
AC026348.1	0.027137202
AC026353.1	0
AC026355.1	0.048680534
AC026355.2	0
AC026355.3	0
AC026356.1	0.379040912
AC026356.2	0.143195579
AC026358.1	0
AC026362.1	0.076296208
AC026362.2	0.0154018
AC026367.1	0.233841843
AC026367.2	0.05167355
AC026367.3	0.096866011
AC026368.1	0.082827459
AC026369.1	0
AC026369.2	0.181678758
AC026369.3	0.146290819
AC026371.1	0
AC026391.1	0.053213172
AC026396.1	0
AC026401.1	0
AC026401.2	0.28405043
AC026401.3	21.90138311
AC026402.1	0
AC026403.1	6.393156722
AC026407.1	0
AC026410.1	0.077862325
AC026410.2	0
AC026410.3	0.641116386
AC026412.1	3.338335606
AC026412.2	0.212654684
AC026412.3	0.206445321
AC026414.1	0
AC026415.1	0
AC026421.1	0
AC026422.1	0
AC026427.1	0
AC026427.2	0
AC026434.1	0
AC026434.2	0.02650786
AC026436.1	0.52917543
AC026444.1	0
AC026458.1	0.065240806
AC026458.2	0
AC026461.1	0
AC026461.2	0
AC026461.3	0
AC026461.4	0
AC026462.1	0.386677581
AC026462.2	0
AC026462.3	0
AC026462.4	0
AC026464.1	0
AC026464.2	0
AC026464.3	0
AC026464.4	0
AC026464.5	0
AC026468.1	0
AC026469.1	0
AC026470.1	0
AC026470.2	0.260963226
AC026470.3	0
AC026471.1	5.854855717
AC026471.2	0.39264009
AC026471.3	0.19775414
AC026471.4	6.046035538
AC026471.5	0
AC026471.6	0.465007701
AC026474.1	0
AC026477.1	0
AC026495.1	0
AC026523.1	0
AC026523.2	0
AC026583.1	0
AC026585.1	0.054533346
AC026616.1	0.054429473
AC026620.1	0
AC026688.1	0
AC026688.2	0
AC026691.1	0.25501166
AC026700.1	0.105056887
AC026704.1	0.333999038
AC026719.1	0
AC026719.2	0
AC026725.1	0
AC026726.1	0
AC026740.1	0.794766638
AC026741.1	0
AC026746.1	0
AC026748.1	0.017579498
AC026765.1	0
AC026765.2	0
AC026770.1	0
AC026771.1	0
AC026774.1	0
AC026774.2	0
AC026780.1	0
AC026780.2	0
AC026782.1	0
AC026782.2	0
AC026784.1	0
AC026785.1	0
AC026785.2	0
AC026785.3	0
AC026786.1	0
AC026786.2	0
AC026787.1	0
AC026790.1	0
AC026797.1	0
AC026798.1	0
AC026801.1	0
AC026801.2	0.949472593
AC026803.1	0.312870145
AC026803.2	0.302066313
AC026826.1	0
AC026826.2	0
AC026826.3	0
AC026877.1	0.34428281
AC026884.1	0
AC026887.1	0.009573023
AC026888.1	0
AC026894.1	0.022769301
AC026898.1	0
AC026904.1	0.024155091
AC026904.2	0
AC026904.3	0
AC026904.4	0
AC026951.1	0
AC026951.2	0
AC026954.1	0
AC026954.2	0.011114536
AC026954.3	0
AC026956.1	0
AC026979.1	0.049014534
AC026979.2	1.559951392
AC026979.3	0.57593977
AC026991.1	0
AC026992.1	0
AC026992.2	0
AC027013.1	0
AC027018.1	0.121253776
AC027020.1	0
AC027020.2	0.526295865
AC027026.1	0
AC027031.1	0
AC027031.2	1.91308665
AC027045.1	0
AC027088.1	0
AC027088.2	0
AC027088.3	0
AC027088.4	0
AC027097.1	0.488775303
AC027097.2	0.154690062
AC027104.1	0
AC027117.1	1.085488062
AC027117.2	0.336182038
AC027119.1	0
AC027124.1	0
AC027124.2	0
AC027130.1	0.028747961
AC027139.1	0
AC027139.2	0
AC027176.1	0
AC027176.2	0.191524619
AC027176.3	0
AC027216.1	0
AC027228.1	0
AC027228.2	1.260292459
AC027228.3	0
AC027229.1	0.112946534
AC027237.1	0.087253353
AC027237.2	0.146166103
AC027237.3	0.075696618
AC027237.4	0
AC027243.1	0.037698513
AC027243.2	0.118406657
AC027250.1	0
AC027271.1	0.093690076
AC027277.1	0
AC027277.2	0.065690743
AC027279.1	0.033351393
AC027279.2	0
AC027279.3	0
AC027279.4	0
AC027281.1	0
AC027281.2	0.16031121
AC027287.1	0
AC027287.2	0
AC027288.1	0.020498905
AC027288.2	0
AC027288.3	0.025366599
AC027290.1	0
AC027290.2	0.528268045
AC027306.1	0
AC027307.1	0.250113551
AC027307.2	6.994874346
AC027307.3	0.727375682
AC027308.1	0
AC027309.1	0
AC027309.2	2.232458846
AC027309.3	0
AC027312.1	0
AC027313.1	0
AC027315.1	0.060928514
AC027319.1	0.055920691
AC027328.1	0
AC027334.1	0
AC027335.1	0
AC027335.2	0
AC027338.1	0
AC027338.2	0
AC027343.1	0
AC027343.2	0
AC027343.3	0
AC027345.1	0
AC027348.1	0.046464184
AC027348.2	0
AC027369.1	0
AC027369.2	0
AC027369.3	0
AC027369.4	0
AC027369.5	0
AC027369.6	0
AC027373.1	0.750669174
AC027419.1	0
AC027419.2	0
AC027449.1	0
AC027451.1	0
AC027455.1	0
AC027458.1	0
AC027506.1	0
AC027514.1	0.142609972
AC027514.2	0.403735101
AC027541.1	0
AC027544.1	0.197982493
AC027544.2	0
AC027544.3	0
AC027559.1	0
AC027575.1	0.041609717
AC027575.2	1.121562942
AC027601.1	0.240982686
AC027601.2	0.106492447
AC027601.3	0.617544608
AC027601.4	0
AC027601.5	0.069078501
AC027607.1	0.107024244
AC027612.1	0.071587824
AC027612.2	0
AC027612.3	0.191049009
AC027612.4	0
AC027613.1	0
AC027627.1	0.037948836
AC027644.1	1.054799347
AC027644.2	0
AC027644.3	1.385166566
AC027667.1	0
AC027673.1	0
AC027682.1	0.127143374
AC027682.2	0
AC027682.3	0
AC027682.4	0
AC027682.5	0
AC027682.6	0
AC027682.7	0.067363209
AC027688.1	0
AC027688.2	0
AC027698.1	0
AC027701.1	0
AC027702.1	0.096866011
AC027763.1	0.793763145
AC027763.2	0.212062881
AC027779.1	0
AC027796.1	0.223245885
AC027796.2	0.166136472
AC027796.3	0
AC027796.4	0.130780198
AC027796.5	0.051027631
AC027801.1	0.272147364
AC027801.2	0
AC027801.3	0
AC027801.4	0
AC027801.5	0
AC027804.1	0
AC027807.1	0
AC027807.2	0
AC027808.1	0.041838175
AC027808.2	0.192039471
AC032011.1	0.055343073
AC032019.1	0
AC032019.2	0
AC032044.1	0.082707593
AC032044.2	0.153631576
AC034102.1	0.662345406
AC034102.2	0
AC034102.3	0.095251577
AC034102.4	0
AC034102.5	0.211670172
AC034102.6	0.17666444
AC034102.7	0
AC034102.8	0.118080468
AC034105.1	0
AC034105.2	0
AC034105.3	0
AC034105.4	0
AC034105.5	0
AC034111.1	0
AC034114.1	0
AC034114.2	0
AC034154.1	0.259777029
AC034159.1	0
AC034187.1	0
AC034195.1	0
AC034198.1	0
AC034198.2	0.168091019
AC034199.1	0.052384002
AC034205.1	0
AC034205.2	0
AC034205.3	0
AC034206.1	1.191987045
AC034207.1	0.060285808
AC034213.1	0.070906881
AC034222.1	0
AC034223.1	0.238526488
AC034223.2	0.134472815
AC034226.1	0
AC034228.1	0
AC034228.2	0
AC034228.3	0
AC034229.1	0
AC034229.2	0
AC034229.3	0
AC034229.4	0.194390974
AC034229.5	0
AC034229.6	0
AC034231.1	0.691771233
AC034232.1	0
AC034232.2	0
AC034234.1	0
AC034236.1	30.03106033
AC034236.2	0.266231117
AC034236.3	0.061985842
AC034238.1	0
AC034238.2	0
AC034238.3	0
AC034243.1	0.584166403
AC034244.1	0
AC034244.2	0
AC034245.1	0
AC034268.1	0
AC035139.1	0
AC035140.1	0
AC036101.1	0
AC036103.1	0.144612719
AC036108.1	0.097195487
AC036108.2	0.033460741
AC036108.3	0.384279804
AC036108.4	0.034072504
AC036111.1	0
AC036111.2	0
AC036111.3	0
AC036164.1	0.085812232
AC036176.1	1.092056302
AC036176.2	0.099134339
AC036176.3	0.546899009
AC036214.1	0.325911711
AC036214.2	2.77341016
AC036214.3	0.125567051
AC036222.1	0
AC036222.2	0
AC037198.1	0.077968549
AC037198.2	0.108651989
AC037441.1	0
AC037441.2	0
AC037450.1	0
AC037459.1	0.023852649
AC037459.2	0.119181316
AC037459.3	1.028717036
AC037459.4	0
AC037471.1	0
AC037471.2	0.095570145
AC037479.1	0
AC037486.1	0.217028911
AC037487.1	0.392710626
AC037487.2	0.053213172
AC037487.3	0.765414461
AC037487.4	0.091441514
AC039056.1	0
AC039056.2	0.279603456
AC040160.1	0.181465463
AC040160.2	0.068239936
AC040162.1	0.110582306
AC040162.2	0
AC040162.3	0.11702267
AC040168.1	0
AC040169.1	0.658168289
AC040169.2	0
AC040169.3	0.140075849
AC040170.1	0.101331465
AC040173.1	0.197072229
AC040174.1	0.007470712
AC040174.2	0.061452631
AC040896.1	0
AC040904.1	0
AC040914.1	0
AC040918.1	0
AC040926.1	0
AC040934.1	0
AC040936.1	0
AC040958.1	0
AC040963.1	0.03136715
AC040970.1	0.035409508
AC040975.1	0
AC040977.1	0.416552088
AC040977.2	0
AC040978.1	0
AC041039.1	0
AC041040.1	0.029571031
AC044781.1	0
AC044784.1	0
AC044784.2	0
AC044787.1	0.902003574
AC044792.1	0
AC044797.1	0
AC044798.1	0
AC044798.2	0
AC044802.1	0.019748081
AC044802.2	0.065842104
AC044810.1	0.040190539
AC044810.2	0.22277123
AC044810.3	0
AC044836.1	0
AC044839.1	0.044030005
AC044839.2	0.020151956
AC044839.3	0.047865114
AC044839.4	0
AC044839.5	0
AC044840.1	0.060541257
AC044849.1	0.080494291
AC044860.1	0.138884439
AC044860.2	0
AC044860.3	0
AC044873.1	0
AC044913.1	0
AC046130.1	0.013114031
AC046130.2	0.035989261
AC046134.1	0.128718348
AC046136.1	0
AC046143.1	2.52828261
AC046143.2	4.107724276
AC046144.1	0
AC046158.1	0
AC046158.2	0
AC046158.3	0.033513065
AC046158.4	0
AC046168.1	0
AC046168.2	0.070037925
AC046176.1	0.732704442
AC046185.1	0
AC046185.2	1.107040125
AC046185.3	3.66593242
AC046195.1	0.006850989
AC046195.2	0
AC048334.1	0
AC048337.1	0.103534323
AC048338.1	0
AC048341.1	0.13148728
AC048341.2	0.756580757
AC048344.1	0
AC048344.2	0
AC048344.3	0
AC048344.4	0.162668728
AC048346.1	0
AC048347.1	0
AC048351.1	0.09277751
AC048380.1	0
AC048380.2	0.008053967
AC048380.3	0
AC048382.1	0.028070209
AC048382.2	0.05808023
AC048382.3	0
AC048382.4	0
AC048382.5	0.143355217
AC048382.6	0
AC048383.1	0
AC048387.1	0
AC051618.1	0
AC051619.1	0
AC051619.2	0.071978522
AC051619.3	0
AC051619.4	0
AC051619.5	0.0196395
AC051619.6	0
AC051619.7	0
AC051619.8	0.09277751
AC051619.9	0
AC051649.1	0
AC053481.1	0
AC053481.2	0.015744062
AC053481.3	0.033897359
AC053481.4	0
AC053503.1	0
AC053503.2	0.089410116
AC053503.3	0
AC053503.4	0
AC053503.5	0.224649947
AC053503.6	0
AC053513.1	0.387201534
AC053527.1	0.417160193
AC055713.1	0.448702925
AC055716.1	0
AC055716.2	0.011706462
AC055716.3	0.037549899
AC055717.1	0
AC055717.2	0.049524217
AC055717.3	0
AC055720.1	0
AC055720.2	0.166136472
AC055731.1	0
AC055733.1	0.049957121
AC055733.2	0
AC055733.3	0
AC055736.1	0
AC055748.1	0.029797157
AC055753.1	0
AC055758.1	0
AC055758.2	0
AC055764.1	0
AC055764.2	0.04264996
AC055811.1	0
AC055811.2	0.033757204
AC055811.3	0.041655209
AC055811.4	0.537622928
AC055813.1	0.053839799
AC055822.1	0.128429093
AC055854.1	0.013042206
AC055855.1	0.628660411
AC055855.2	0
AC055860.1	0
AC055872.1	0
AC055874.1	0
AC055876.1	0
AC055876.2	0.052336032
AC055876.3	0
AC055876.4	0
AC055876.5	0
AC055878.1	0
AC058791.1	0
AC058823.1	0
AC060234.1	0
AC060234.2	0.01469176
AC060234.3	0
AC060764.1	0
AC060765.1	0
AC060766.1	1.549547192
AC060766.2	0
AC060766.3	0
AC060766.4	0.691771233
AC060766.5	0.820191539
AC060766.6	0.072526582
AC060766.7	0.613005201
AC060771.1	0
AC060773.1	0
AC060780.1	1.43957044
AC060780.2	0.577282287
AC060780.3	0.714386831
