	944c32ab-2edb-486a-92db-fecd68f690af
	tumor
AC073934.1	0.050843809
AC073941.1	0
AC073941.2	0
AC073957.1	0.047042403
AC073957.2	0
AC073957.3	1.366756515
AC073964.1	0.245139793
AC073968.1	0
AC073987.1	0
AC074011.1	0.1732715
AC074019.1	0.022963217
AC074029.1	0.048213957
AC074029.2	0
AC074029.3	0.725990924
AC074029.4	0
AC074031.1	0.0342884
AC074032.1	0.495692997
AC074033.1	0.37633922
AC074035.1	0
AC074043.1	0.014170994
AC074044.1	0.533967865
AC074050.1	0.11927813
AC074050.2	0
AC074050.3	0
AC074050.4	0
AC074051.1	0.032224949
AC074051.2	0
AC074051.3	0.070300797
AC074051.4	0.056429788
AC074052.1	0.055192292
AC074052.2	0
AC074085.1	0
AC074085.2	0.411621022
AC074087.1	0
AC074091.1	0
AC074117.1	3.857766544
AC074117.2	0.380368041
AC074121.1	0
AC074124.1	0
AC074131.1	0
AC074133.1	0.137528335
AC074134.1	0.022714517
AC074135.1	0.936956229
AC074135.2	0.039948707
AC074138.1	1.622475496
AC074140.1	0.362995462
AC074143.1	0
AC074183.1	0
AC074183.2	0.081890516
AC074194.1	0.283237617
AC074198.1	0
AC074198.2	0
AC074212.1	0.164557943
AC074237.1	0
AC074250.1	0
AC074254.1	0
AC074255.1	0
AC074257.1	0
AC074276.1	0
AC074276.2	0.14464187
AC074281.1	0.012094034
AC074286.1	1.11738138
AC074290.1	0.186427299
AC074327.1	0.038719516
AC074338.1	0
AC074344.1	0
AC074344.2	0
AC074348.1	0
AC074351.1	0.470913032
AC074366.1	0
AC074367.1	0.044742552
AC074375.1	0
AC074389.1	0
AC074389.2	0.057591957
AC074389.3	0
AC074397.1	0.0249185
AC076966.1	0
AC076968.1	0
AC078776.1	0
AC078777.1	0.064781687
AC078778.1	4.143251605
AC078778.2	0.532649426
AC078785.1	0.201140343
AC078785.2	0
AC078785.3	0
AC078788.1	0.357269982
AC078788.2	0.131767986
AC078789.1	0.052762443
AC078795.1	0.648610409
AC078795.2	0
AC078795.3	0
AC078802.1	0.895647166
AC078809.1	0
AC078814.1	0
AC078814.2	0
AC078817.1	0.752137724
AC078819.1	0.197393611
AC078820.1	0.067837427
AC078828.1	0
AC078841.1	0
AC078842.1	1.046757258
AC078842.2	0.013316236
AC078845.1	1.018458863
AC078846.1	1.570537475
AC078850.1	0.046520675
AC078850.2	0
AC078851.1	0
AC078852.1	0.342417488
AC078852.2	0.286539112
AC078857.1	0
AC078860.1	0.143269556
AC078864.1	0.393245084
AC078865.1	0
AC078867.1	0
AC078878.1	0
AC078878.2	0
AC078880.1	0
AC078880.2	0
AC078880.3	0
AC078880.4	0
AC078880.5	0.059780725
AC078881.1	0.116463144
AC078882.1	0
AC078883.1	0.668532713
AC078883.2	0
AC078883.3	0.467366488
AC078883.4	0.137153599
AC078886.1	0.045429035
AC078889.1	0
AC078899.1	0.403532508
AC078899.2	0
AC078899.3	0
AC078899.4	0.022612476
AC078899.5	0
AC078905.1	0
AC078906.1	0.283846076
AC078909.1	0
AC078909.2	1.391178588
AC078918.1	0
AC078922.1	0.173970175
AC078923.1	0.109029684
AC078925.1	0
AC078925.2	0
AC078925.3	0
AC078925.4	0.014657941
AC078927.1	0
AC078929.1	0
AC078942.1	0.12818855
AC078950.1	0
AC078955.1	0
AC078960.1	0.568761251
AC078962.1	0.089564717
AC078962.2	0
AC078962.3	0.052215115
AC078962.4	0.099085375
AC078974.1	0
AC078980.1	0
AC078991.1	0.041258501
AC078993.1	0.020646173
AC079015.1	0.08445532
AC079031.1	0
AC079031.2	0.122769197
AC079035.1	0.029678874
AC079054.1	0
AC079061.1	0.032738453
AC079062.1	0.003670899
AC079064.1	0
AC079070.1	0
AC079075.1	0.280263757
AC079080.1	0
AC079089.1	0.025589919
AC079089.2	0
AC079089.3	0
AC079097.1	0
AC079098.1	0
AC079112.1	0
AC079117.1	0
AC079140.1	0.103358051
AC079140.2	2.481321092
AC079140.3	0.091518856
AC079140.4	0
AC079140.5	0
AC079145.1	0.883892832
AC079148.1	0.399487069
AC079150.1	0
AC079150.2	0
AC079154.1	0
AC079160.1	0.939930278
AC079163.1	0
AC079168.1	0
AC079168.2	0
AC079171.1	0
AC079174.1	0
AC079174.2	1.203779823
AC079178.1	0.038365374
AC079178.2	0
AC079193.1	0
AC079193.2	0.021961331
AC079203.1	0.498370007
AC079203.2	0.065032779
AC079209.1	0.08861861
AC079209.2	0.116787403
AC079210.1	0
AC079226.1	0.113367952
AC079226.2	0
AC079228.1	0.215928664
AC079238.1	0
AC079248.1	0
AC079248.2	0
AC079250.1	2.275045005
AC079296.1	0
AC079298.1	0
AC079298.2	0
AC079298.3	0.073161876
AC079305.1	0.050436243
AC079305.2	0.044862184
AC079305.3	0
AC079310.1	0
AC079313.1	0.230473309
AC079313.2	0.136188774
AC079315.1	1.050336789
AC079316.1	0.122470488
AC079316.2	0
AC079322.1	0.665225164
AC079325.1	0
AC079328.1	0.211493154
AC079328.2	0
AC079329.1	0
AC079331.1	0
AC079331.2	0.019770373
AC079336.1	0
AC079336.2	0.054299213
AC079336.3	0
AC079336.4	0.061685503
AC079336.5	0.182668684
AC079336.6	0.041056583
AC079336.7	0.023346647
AC079340.1	0
AC079340.2	0.06395854
AC079341.1	1.117309799
AC079341.2	0
AC079349.1	0
AC079354.1	0
AC079354.2	0.490279585
AC079354.3	0.080925033
AC079355.1	0
AC079355.2	0
AC079360.1	0.057990058
AC079362.1	0.035052487
AC079363.1	0
AC079380.1	0.162634477
AC079382.1	0
AC079384.1	0
AC079385.1	0.056556596
AC079385.2	0.029163019
AC079385.3	0.031109623
AC079395.1	0
AC079395.2	0
AC079395.3	0
AC079411.1	0
AC079411.2	0
AC079414.1	0
AC079414.2	0
AC079414.3	1.570094133
AC079416.1	0.03208118
AC079416.2	0.021096132
AC079416.3	0
AC079447.1	0.631402041
AC079448.1	0
AC079456.1	0
AC079465.1	0.024003515
AC079466.1	0
AC079466.2	0
AC079467.1	0
AC079584.1	0
AC079584.2	0
AC079587.1	0
AC079594.1	0.304141213
AC079594.2	0.007490383
AC079597.1	0
AC079598.1	0
AC079598.2	0
AC079598.3	0
AC079598.4	0
AC079600.1	0
AC079600.2	0
AC079600.3	0
AC079601.1	0.018034887
AC079601.2	0.487116491
AC079602.1	0
AC079602.2	0
AC079602.3	0
AC079610.1	0.043719199
AC079610.2	0.109424719
AC079610.3	0
AC079612.1	0
AC079612.2	0
AC079630.1	0.286999921
AC079684.1	1.209431105
AC079741.1	0.356146491
AC079742.1	0
AC079753.1	0.032533202
AC079760.1	0.249185004
AC079760.2	0.064976812
AC079763.1	0
AC079766.1	0.530466436
AC079768.1	0.070795177
AC079776.1	0.021846949
AC079776.2	0
AC079777.1	0.077320078
AC079779.1	0
AC079779.2	0.136484194
AC079779.3	0
AC079779.4	0
AC079780.1	0.486332084
AC079781.1	0.063877374
AC079781.2	0
AC079781.3	0.636261709
AC079790.1	0
AC079791.1	0
AC079793.1	0
AC079799.1	0
AC079801.1	0
AC079804.1	0
AC079804.2	0
AC079807.1	1.528878083
AC079809.1	0.091187266
AC079834.1	0.179342176
AC079834.2	0.40030695
AC079841.1	0
AC079848.1	0.507255674
AC079858.1	0
AC079866.1	0
AC079866.2	0.048869292
AC079880.1	0.123009215
AC079880.2	0.041496596
AC079896.1	0
AC079905.1	0.105969202
AC079905.2	0
AC079906.1	0.216164169
AC079907.1	1.951505015
AC079907.2	0
AC079910.1	0
AC079915.1	0.027159373
AC079917.1	0
AC079921.1	0.18623023
AC079921.2	0.995644696
AC079922.1	3.645458605
AC079922.2	1.767463562
AC079942.1	0
AC079943.1	0
AC079943.2	0
AC079944.1	0.915188559
AC079944.2	0.480037596
AC079949.1	0.367709689
AC079949.2	0.63498422
AC079950.1	0
AC079953.1	0.034195225
AC079987.1	0
AC079988.1	0
AC080011.1	0
AC080013.1	1.307490478
AC080013.2	0.545429714
AC080013.3	1.045024998
AC080013.4	2.171633868
AC080013.5	0.518921348
AC080013.6	2.107062031
AC080014.1	0
AC080023.1	0.595499405
AC080023.2	0.846989411
AC080037.1	0.31141118
AC080038.1	0.218090861
AC080038.2	0.059498074
AC080038.3	0.232079066
AC080075.1	0.058940715
AC080078.1	0
AC080078.2	0
AC080079.1	0
AC080080.1	0.759190509
AC080080.2	0.042657094
AC080100.1	0
AC080112.1	3.990292045
AC080112.2	0
AC080112.3	0.111137912
AC080125.1	0
AC080128.1	0.013128683
AC080129.1	0
AC080129.2	1.053531015
AC080162.1	0.82012824
AC080188.1	0.045593633
AC080188.2	0.908459231
AC082650.1	0
AC082651.1	0.090748866
AC082651.2	0
AC082651.3	0.943626621
AC082651.4	0.013589463
AC083760.1	0
AC083795.1	0.078649017
AC083795.2	0
AC083798.1	1.344838149
AC083798.2	0.94019717
AC083799.1	32.10954144
AC083800.1	0
AC083801.1	0
AC083801.2	1.855583582
AC083805.1	0.006548968
AC083805.2	0.082517001
AC083805.3	0
AC083806.1	0
AC083806.2	0.093734396
AC083806.3	0
AC083809.1	0.373249571
AC083822.1	0
AC083829.1	0.268148855
AC083836.1	0
AC083837.1	0.15130873
AC083841.1	0.375637095
AC083841.2	0
AC083841.3	0
AC083843.1	0.24246325
AC083843.2	0.177863501
AC083843.3	1.243693392
AC083843.4	1.059207252
AC083849.1	0
AC083855.1	0
AC083862.1	0.060791511
AC083862.2	0.879220449
AC083863.1	0.108951019
AC083864.1	0
AC083864.2	0.052215115
AC083864.3	0
AC083867.1	0
AC083873.1	0.366408522
AC083875.1	0
AC083880.1	1.505356882
AC083899.1	1.436647135
AC083899.2	0
AC083899.3	0
AC083900.1	0.053662442
AC083902.1	0
AC083902.2	0.029943707
AC083904.1	0.108951019
AC083906.1	0.991829965
AC083906.2	0
AC083906.3	1.08015817
AC083906.4	0
AC083923.1	0
AC083939.1	0
AC083949.1	0.132881127
AC083964.1	0.239692242
AC083964.2	0.052520212
AC083967.1	0
AC083973.1	0.285671798
AC083982.1	0
AC084017.1	0
AC084018.1	8.755890538
AC084018.2	0.318578296
AC084024.1	0.121583021
AC084024.2	0.031817554
AC084024.3	0.134347075
AC084026.1	0
AC084026.2	0
AC084026.3	0.017649148
AC084030.1	0.214497318
AC084032.1	0
AC084033.1	0.079518753
AC084033.2	0
AC084033.3	6.867401952
AC084036.1	9.264482605
AC084048.1	0
AC084064.1	0
AC084082.1	0
AC084083.1	0
AC084116.1	0.411741274
AC084116.2	0.060645025
AC084116.3	0.058665933
AC084117.1	0.279640949
AC084121.1	0
AC084121.2	0
AC084125.1	0
AC084125.2	1.177646087
AC084125.3	0
AC084125.4	0.670145468
AC084128.1	0
AC084149.1	0.354474442
AC084149.2	0
AC084198.1	0
AC084200.1	0
AC084211.1	0
AC084262.1	0.033512231
AC084290.1	0
AC084291.1	0
AC084337.1	0.73375176
AC084346.1	0
AC084346.2	0.079560649
AC084357.1	0
AC084357.2	0.640631991
AC084357.3	0.008645718
AC084361.1	0
AC084364.1	0
AC084364.2	0
AC084365.1	0
AC084368.1	1.161585478
AC084373.1	0
AC084398.1	0
AC084398.2	0.044623556
AC084706.1	0
AC084752.1	0
AC084754.1	0
AC084756.1	0
AC084757.1	0.15408787
AC084757.2	0.046606825
AC084757.3	0.025906007
AC084757.4	0.143541932
AC084759.1	0
AC084759.2	0
AC084759.3	0
AC084768.1	0
AC084768.2	0
AC084781.1	0
AC084781.2	0
AC084782.1	0.010210014
AC084782.2	0.089991724
AC084782.3	0.087085416
AC084783.1	0
AC084809.1	0.553603908
AC084809.2	0.294933813
AC084816.1	0.023127812
AC084819.1	0.059357749
AC084824.1	3.981753207
AC084824.2	0
AC084824.3	1.176060064
AC084824.4	3.787202996
AC084824.5	1.706283754
AC084838.1	0
AC084851.1	0
AC084851.2	0
AC084851.3	0
AC084855.1	0.13199835
AC084855.2	0.021034422
AC084859.1	0.150254838
AC084864.1	2.145442031
AC084866.1	0
AC084866.2	0
AC084871.1	0.268097847
AC084871.2	0.080151864
AC084871.3	0
AC084876.1	0.549684236
AC084876.2	0.13253901
AC084878.1	0.038839021
AC084879.1	0.039948707
AC084879.2	0
AC084880.1	0.831226306
AC084880.2	0
AC084880.3	0
AC084880.4	0
AC084882.1	0
AC087045.1	0
AC087045.2	0.025092408
AC087045.3	0
AC087071.1	0.10007032
AC087071.2	0.306389213
AC087072.1	0.059780725
AC087072.2	0
AC087163.1	0.066056917
AC087163.2	0.17702944
AC087163.3	0.503353707
AC087164.1	0.077303114
AC087164.2	0.096489529
AC087190.1	0
AC087190.2	0.033423221
AC087190.3	0
AC087203.1	0
AC087203.2	0
AC087203.3	0
AC087222.1	1.298332975
AC087235.1	0
AC087239.1	0.659991749
AC087241.1	0
AC087241.2	0
AC087241.3	0
AC087241.4	0.104865356
AC087242.1	0.0879989
AC087257.1	0.009536827
AC087257.2	0.027120351
AC087258.1	0
AC087258.2	0
AC087260.1	0
AC087269.1	0
AC087272.1	0.047218922
AC087273.1	0.047575965
AC087273.2	0.079393329
AC087276.1	0.412585006
AC087276.2	0.09593781
AC087276.3	0.056683976
AC087277.1	0
AC087277.2	0.333346826
AC087280.1	0
AC087283.1	0
AC087284.1	0.047984148
AC087286.1	0
AC087286.2	0.076265713
AC087286.3	0
AC087286.4	0.033736844
AC087289.1	0.424174472
AC087289.2	0.798129557
AC087289.3	0.149156571
AC087289.4	0
AC087289.5	0.388414672
AC087292.1	0
AC087294.1	0.381077527
AC087301.1	0.313616017
AC087311.1	0.061235244
AC087311.2	0
AC087312.1	0
AC087318.1	0.3234921
AC087321.1	0
AC087341.1	0
AC087343.1	1.324615019
AC087354.1	0
AC087359.1	0.032019956
AC087360.1	0
AC087362.1	0.231960234
AC087362.2	0.589867626
AC087369.1	0
AC087373.1	0
AC087379.1	0
AC087379.2	0
AC087385.1	0.403328291
AC087385.2	0.707525291
AC087385.3	0
AC087386.1	0
AC087386.2	0
AC087388.1	3.372288777
AC087392.1	0.337615292
AC087392.2	0.086043369
AC087392.3	0.387195159
AC087392.4	0.103570722
AC087392.5	0
AC087393.1	0
AC087393.2	0
AC087393.3	0
AC087399.1	0.043922662
AC087430.1	0
AC087439.1	0
AC087439.2	0
AC087441.1	0
AC087441.2	0
AC087442.1	0
AC087457.1	0
AC087463.1	0
AC087463.2	0
AC087463.3	0
AC087463.4	0
AC087465.1	0
AC087468.1	0
AC087473.1	0
AC087477.1	0.074022604
AC087477.2	0.071189003
AC087477.3	0
AC087477.4	0
AC087477.5	0.030994686
AC087477.6	0.059709811
AC087481.1	0
AC087481.2	0
AC087481.3	4.823584893
AC087482.1	0.024795749
AC087491.1	1.103129066
AC087498.1	0
AC087499.1	0
AC087499.2	0
AC087499.3	0
AC087499.4	0
AC087499.5	0
AC087499.6	0
AC087499.7	0
AC087500.1	0.574604689
AC087500.2	0.859137854
AC087501.1	0.31679604
AC087501.2	0
AC087501.3	0
AC087501.4	0.57247473
AC087516.1	0.010365604
AC087516.2	0.068651624
AC087518.1	0
AC087521.1	0.03692081
AC087521.2	0.030543307
AC087521.3	0.110094862
AC087565.1	0
AC087575.1	0
AC087588.1	0.238933722
AC087588.2	0.590790736
AC087612.1	0.076497524
AC087620.1	0.112607093
AC087623.1	3.070858161
AC087623.2	32.47291239
AC087623.3	2.819330874
AC087623.4	0.724249939
AC087627.1	0.152070606
AC087632.1	0.055273101
AC087633.1	0
AC087633.2	0.020519923
AC087636.1	0
AC087639.1	1.258384268
AC087641.1	0.073950104
AC087645.1	0
AC087645.2	0.439610225
AC087645.3	0
AC087650.1	0.322662633
AC087664.1	0
AC087664.2	0
AC087664.3	0
AC087667.1	0
AC087672.1	0.058665933
AC087672.2	0.204615328
AC087683.1	0.057069581
AC087683.2	0.540410422
AC087685.1	0.182374532
AC087699.1	0
AC087721.1	0.052873289
AC087741.1	4.663048304
AC087741.2	1.755885026
AC087741.3	0.504474762
AC087742.1	0.306093471
AC087749.1	0.03950971
AC087749.2	0.071499106
AC087752.1	0.090206758
AC087752.2	0.089564717
AC087752.3	0.319476965
AC087752.4	0.544755095
AC087761.1	0.045265621
AC087762.1	0
AC087762.2	0
AC087763.1	0.0879989
AC087783.1	0.044623556
AC087783.2	0.044782358
AC087808.1	0
AC087821.1	0
AC087854.1	0.182374532
AC087855.1	0
AC087855.2	0
AC087857.1	0
AC087863.1	0
AC087878.1	0.043846142
AC087879.1	0.067293276
AC087883.1	0
AC087884.1	0.230192244
AC087885.1	0
AC087888.1	0
AC087893.1	0
AC087893.2	0
AC087894.1	0
AC087894.2	0
AC087894.3	0.144227423
AC087897.1	0
AC087897.2	0
AC089983.1	1.292491688
AC089984.1	0
AC089984.2	0.062866824
AC089984.3	0
AC089987.1	0.008126473
AC089987.2	0
AC089998.1	0.024037904
AC089998.2	0.09085807
AC089998.3	0
AC089998.4	0
AC089999.1	0
AC089999.2	0.087236344
AC090001.1	0
AC090004.1	0.113113193
AC090013.1	0.681624812
AC090017.1	0
AC090018.1	0.068576799
AC090022.1	0
AC090023.1	0
AC090023.2	0
AC090044.1	0.101278412
AC090049.1	0.024893853
AC090049.2	0
AC090058.1	0
AC090061.1	0.460006903
AC090071.1	0.039080257
AC090079.1	0
AC090079.2	0
AC090092.1	0.135310136
AC090093.1	0
AC090095.1	0
AC090099.1	0.006555792
AC090099.2	0
AC090099.3	0
AC090099.4	0
AC090103.1	0
AC090109.1	0
AC090114.1	3.033604933
AC090114.2	1.180961703
AC090114.3	2.580522625
AC090115.1	0.134347075
AC090116.1	0
AC090124.1	0
AC090124.2	0
AC090124.3	0
AC090125.1	0
AC090132.1	0
AC090132.2	0
AC090136.1	0.104865356
AC090136.2	0
AC090136.3	0.017507955
AC090138.1	0
AC090142.1	0.163426528
AC090142.2	0.060499244
AC090142.3	0
AC090150.1	0
AC090150.2	0
AC090151.1	0
AC090152.1	0.548693083
AC090155.1	0
AC090155.2	0
AC090159.1	0
AC090164.1	0
AC090164.2	0
AC090164.3	0
AC090181.1	0
AC090181.2	0.374519127
AC090181.3	0.116363142
AC090186.1	0.04399945
AC090192.1	0
AC090192.2	0
AC090193.1	0
AC090193.2	0
AC090197.1	0.026227267
AC090198.1	1.581663454
AC090200.1	0
AC090204.1	0.526382962
AC090206.1	0
AC090213.1	0
AC090220.1	0
AC090227.1	0
AC090227.2	0
AC090229.1	0.031283636
AC090236.1	0
AC090236.2	0.137153599
AC090241.1	0
AC090241.2	0
AC090241.3	0.087152431
AC090246.1	0.354474442
AC090260.1	0.221569472
AC090281.1	0.273561797
AC090282.1	0
AC090283.1	0
AC090286.1	0
AC090286.2	0.085750206
AC090286.3	0
AC090287.1	0.086486891
AC090311.1	0.101075042
AC090312.1	0
AC090312.2	0
AC090337.1	0.048539412
AC090340.1	0
AC090358.1	0
AC090360.1	0.11609901
AC090371.1	0
AC090371.2	0
AC090373.1	0
AC090376.1	0
AC090377.1	0.04285077
AC090386.1	0
AC090386.2	0
AC090398.1	0
AC090403.1	0
AC090409.1	1.070518727
AC090409.2	0.082517001
AC090415.1	0
AC090415.2	0
AC090424.1	0
AC090425.1	1.258384268
AC090425.2	0.954463118
AC090453.1	0
AC090457.1	0
AC090458.1	0
AC090498.1	40.50327743
AC090502.1	0.236417198
AC090502.2	0
AC090502.3	0
AC090502.4	0
AC090503.1	0
AC090503.2	0.046136912
AC090505.1	0.013722838
AC090505.2	0
AC090506.1	0
AC090506.2	0
AC090510.1	0
AC090510.2	0.280085529
AC090510.3	0
AC090515.1	1.744818523
AC090515.2	0.34254013
AC090515.3	0
AC090515.4	0
AC090515.5	0
AC090517.1	0
AC090517.2	0.851259946
AC090517.3	0.178494222
AC090518.1	0.016667341
AC090519.1	0.100469802
AC090519.2	0.115271841
AC090525.1	0.105304123
AC090525.2	0.011087086
AC090525.3	0
AC090527.1	0
AC090527.2	0.047486199
AC090527.3	1.240013695
AC090531.1	0
AC090539.1	0
AC090539.2	0
AC090541.1	0
AC090543.1	0.10378427
AC090543.2	1.591060569
AC090559.1	0.339187134
AC090559.2	0.058529501
AC090568.1	0
AC090568.2	0.090917747
AC090572.1	0
AC090572.2	0
AC090572.3	0.031303091
AC090574.1	0
AC090578.1	0
AC090579.1	0.649166488
AC090587.1	0.254733658
AC090587.2	0.143269556
AC090589.1	1.460003847
AC090589.2	0
AC090589.3	1.446922678
AC090592.1	0
AC090602.1	0.998717673
AC090607.1	0.560527514
AC090607.2	2.281387307
AC090607.3	0
AC090607.4	0
AC090607.5	0
AC090615.1	0
AC090616.1	0
AC090616.2	0.19856162
AC090616.3	0
AC090616.4	0
AC090616.5	0
AC090616.6	0.519754861
AC090617.1	0
AC090617.2	0.062296251
AC090617.3	0
AC090617.4	0.095332142
AC090617.5	1.931605649
AC090617.6	0
AC090617.7	0.150704703
AC090617.8	0
AC090617.9	0.187818548
AC090618.1	0.086043369
AC090621.1	0
AC090625.1	0
AC090625.2	0
AC090627.1	0
AC090630.1	0
AC090643.1	0
AC090643.2	0
AC090651.1	0.039696665
AC090666.1	0.169669789
AC090673.1	0.246128533
AC090673.2	0.110870861
AC090679.1	0
AC090680.1	0
AC090686.1	0.268813729
AC090692.1	0
AC090695.1	0.164763898
AC090696.1	0
AC090699.1	0
AC090707.1	0
AC090709.1	0.24605279
AC090735.1	0
AC090739.1	0.99533219
AC090740.1	0
AC090751.1	0.188521988
AC090753.1	0
AC090771.1	0
AC090771.2	0.044076507
AC090772.1	0.09928081
AC090772.2	0
AC090772.3	3.115999141
AC090772.4	2.850483702
AC090774.1	0
AC090774.2	0
AC090774.3	0
AC090791.1	0
AC090796.1	0
AC090802.1	0
AC090809.1	0
AC090819.1	0
AC090820.1	0
AC090821.1	0
AC090821.2	0
AC090825.1	0.155957771
AC090825.2	0
AC090826.1	0.005088493
AC090826.2	0
AC090833.1	0
AC090844.1	0.322662633
AC090844.2	0.286885533
AC090844.3	0
AC090857.1	0
AC090857.2	0
AC090877.1	0
AC090877.2	0.014480832
AC090888.1	0
AC090888.2	0
AC090888.3	0
AC090897.1	0
AC090907.1	0.51258015
AC090907.2	0.104865356
AC090912.1	0.618153676
AC090912.2	0.143347272
AC090912.3	0.236094609
AC090921.1	0.042121649
AC090922.1	0.445008189
AC090948.1	0.183371114
AC090948.2	0.178494222
AC090948.3	0.9135276
AC090950.1	0
AC090950.2	0.038132857
AC090952.1	0
AC090953.1	0.023047331
AC090954.1	0.976032119
AC090955.1	0
AC090957.1	0
AC090958.1	0
AC090960.1	0.082247338
AC090970.1	0.132113834
AC090970.2	0.52372062
AC090970.3	1.017169732
AC090971.1	0
AC090971.2	0.049348403
AC090971.3	0.145058705
AC090971.4	0
AC090971.5	0
AC090983.1	0.012916441
AC090984.1	0
AC090985.1	0
AC090987.1	0
AC090993.1	0
AC091013.1	0
AC091027.1	0
AC091027.2	0
AC091042.1	1.454779501
AC091043.1	0
AC091044.1	0
AC091045.1	0.075904264
AC091046.1	0
AC091046.2	0
AC091047.1	0
AC091053.1	0
AC091053.2	0.140601594
AC091057.1	0.233514606
AC091057.2	0.190664283
AC091057.3	1.201731225
AC091059.1	0
AC091059.2	0
AC091060.1	0.142512375
AC091062.1	0
AC091073.1	0
AC091076.1	0
AC091078.1	0.027378499
AC091078.2	0.045022693
AC091078.3	0
AC091096.1	0
AC091096.2	0
AC091100.1	0.235212013
AC091114.1	0
AC091117.1	0
AC091117.2	0.046434844
AC091132.1	0.092020787
AC091132.2	0.163639047
AC091132.3	0
AC091132.4	0.033378893
AC091132.5	0.077337049
AC091132.6	0.030469353
AC091133.1	0
AC091133.2	0.235212013
AC091133.3	0
AC091133.4	0.326853057
AC091133.5	0.752522154
AC091135.1	0
AC091138.1	0
AC091144.1	0
AC091144.2	0.058123985
AC091151.1	0
AC091152.1	0.060066075
AC091152.2	0.166543656
AC091152.3	0
AC091152.4	0.028903457
AC091153.1	3.443340038
AC091153.2	0.117606006
AC091153.3	0.479892306
AC091153.4	0.157298034
AC091163.1	0
AC091163.2	0
AC091163.3	0
AC091167.1	0
AC091167.2	0.137707502
AC091167.3	0.136780899
AC091167.4	0.16891064
AC091167.5	0
AC091167.6	0.485862652
AC091170.1	0.022984188
AC091173.1	0.009151886
AC091175.1	0
AC091178.1	0.102577476
AC091178.2	0
AC091179.1	0.094615359
AC091179.2	0
AC091180.1	0
AC091180.2	0.02856718
AC091180.3	0
AC091180.4	0.205450493
AC091180.5	0.131767986
AC091181.1	0.011996037
AC091182.1	0.100931977
AC091182.2	0.174170833
AC091185.1	0.381328566
AC091193.1	0
AC091198.1	0
AC091212.1	0.254862637
AC091230.1	0.06298405
AC091231.1	0.128734964
AC091271.1	3.313817436
AC091286.1	0
AC091304.1	0
AC091304.2	0
AC091304.3	0
AC091304.4	0.081186082
AC091304.5	0
AC091304.6	0
AC091304.9	0
AC091305.1	0.015969344
AC091390.1	0.22810591
AC091390.2	0
AC091390.3	2.308278835
AC091390.4	1.224373883
AC091393.1	0
AC091429.1	1.082481091
AC091435.1	0
AC091435.2	0
AC091488.1	0.152531426
AC091489.1	0
AC091489.2	0.041668353
AC091492.1	0.462641275
AC091493.1	0
AC091515.1	0
AC091516.1	0.107401218
AC091534.1	0
AC091544.1	0.072320935
AC091544.2	0.034413426
AC091544.3	0
AC091544.4	0.142373124
AC091544.5	0
AC091544.6	0
AC091544.7	0.06971658
AC091551.1	0
AC091563.1	0.234273667
AC091564.1	0.210168563
AC091564.2	0
AC091564.3	0
AC091564.4	0
AC091564.5	0
AC091564.6	0
AC091588.1	0
AC091588.2	0
AC091588.3	0
AC091607.1	0
AC091614.1	0
AC091675.1	0
AC091685.1	0
AC091685.2	0.087387796
AC091691.1	0.024722677
AC091691.2	0
AC091705.1	0
AC091729.1	0.202731643
AC091729.2	0
AC091729.3	4.173662109
AC091730.1	0
AC091736.1	0
AC091769.1	0.044309305
AC091770.1	0
AC091799.1	0.124131617
AC091804.1	0.044387452
AC091805.1	0.147179447
AC091805.2	0
AC091806.1	0.008066566
AC091807.1	0.032600629
AC091808.1	0
AC091810.1	0.077439032
AC091812.1	0.025839513
AC091812.2	0.392223668
AC091812.3	0
AC091814.1	0
AC091819.1	0
AC091819.2	0
AC091820.1	0.038839021
AC091820.2	0
AC091825.1	0.172841792
AC091826.1	0
AC091826.2	0
AC091834.1	0
AC091839.1	0.093560169
AC091849.1	0.831989599
AC091849.2	0.43643385
AC091860.1	0
AC091860.2	0
AC091862.1	0
AC091868.1	0.248365316
AC091868.2	0
AC091874.1	0
AC091874.2	0
AC091874.3	0
AC091885.1	0
AC091885.2	0
AC091887.1	0.286647897
AC091891.1	0
AC091891.2	0.009508004
AC091893.1	0
AC091895.1	0
AC091903.1	0
AC091905.1	0.080925033
AC091905.2	0
AC091905.3	0
AC091905.4	0.249185004
AC091906.1	0
AC091912.1	0
AC091912.2	0
AC091917.1	0
AC091917.2	0
AC091917.3	0
AC091925.1	0.326853057
AC091925.2	0
AC091931.1	0.172854982
AC091932.1	0
AC091932.2	0
AC091932.3	0
AC091932.4	0
AC091939.1	0
AC091941.1	0
AC091944.1	0
AC091946.1	0
AC091946.2	0.086486891
AC091948.1	0.086657057
AC091951.1	0
AC091951.2	0
AC091951.3	0
AC091951.4	0
AC091953.1	0
AC091953.2	0
AC091953.3	0
AC091953.4	0
AC091953.5	0
AC091959.1	0.74022604
AC091959.2	0.235212013
AC091959.3	0.007601234
